sku,spu,name,category,color,size,price
SKU98461,SPU197,运动鞋秋冬款,男装,蓝色,M,176.64
SKU17278,SPU197,运动鞋秋冬款,鞋靴,灰色,L,176.58
SKU88809,SPU198,卫衣秋冬款,配饰,粉色,M,368.82
SKU24585,SPU198,卫衣秋冬款,男装,米色,M,381.99
SKU27897,SPU198,卫衣秋冬款,女装,米色,XS,381.83
SKU39511,SPU198,卫衣秋冬款,男装,蓝色,XS,378.21
SKU90739,SPU199,休闲衬衫春季款,配饰,白色,M,441.9
SKU57069,SPU199,休闲衬衫春季款,配饰,灰色,L,428.46
SKU20964,SPU199,休闲衬衫春季款,男装,蓝色,S,436.63
SKU61723,SPU199,休闲衬衫春季款,女装,黑色,L,450.84
SKU66458,SPU199,休闲衬衫春季款,女装,白色,XL,444.35
